Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,nDI_mean,nDI_var,nDI_stdev,nDI_max,nDI_min,nDI_median,nDI_muc,nDI_notempty,cDI_mean,cDI_var,cDI_stdev,cDI_max,cDI_min,cDI_median,cDI_muc,cDI_notempty
760,2352.000000,1762416.000000,528728.000000,3528.000000,749.326530,224.799319,1.500000,2940.000000,98017.278911,151653.224489,-18157.877551,0.000000,0.000000,0.093993,3.133667,4.848438,-0.580517,0.000000,0.000000,8.076099,15.606658,1.396403,8.076099,3.950526,1.117730,19.000000,15.000000,2.000000,225,749,2,210,730,0,236,764,3,11.926020,  2900.138293,    53.852932,   255.000000,     0.000000,     0.000000, 28050.000000,110,4.907312,   166.677921,    12.910380,   129.000000,     0.000000,     0.000000, 11542.000000,867
761,1580.000000,1164400.000000,543700.000000,2370.000000,736.962025,344.113924,1.500000,1975.000000,103311.493670,31521.721518,-9601.164556,0.000000,0.000000,0.107322,5.614001,1.712907,-0.521732,0.000000,0.000000,7.434231,10.130400,1.002828,7.434231,3.182829,1.000941,13.000000,18.000000,2.000000,344,737,2,330,730,0,362,750,3,3.066455,   773.032312,    27.803458,   255.000000,     0.000000,     0.000000,  4845.000000,19,3.649367,   104.382361,    10.216768,   115.000000,     0.000000,     0.000000,  5766.000000,498
762,1484.000000,1100372.000000,1201844.000000,2226.000000,741.490566,809.867924,1.500000,1855.000000,41890.113207,54170.867924,9572.150943,0.000000,0.000000,0.109588,2.474759,3.200274,0.565497,0.000000,0.000000,5.784622,8.222041,0.832886,5.784622,2.867410,0.940867,15.000000,12.000000,2.000000,810,741,2,798,730,0,822,756,3,8.763477,  2159.343210,    46.468733,   255.000000,     0.000000,     0.000000, 13005.000000,51,4.677897,   133.457879,    11.552397,   116.000000,     0.000000,     0.000000,  6942.000000,537
763,6352.000000,4791116.000000,5583148.000000,9528.000000,754.268891,878.959068,1.500000,7940.000000,1483161.357682,672832.732997,492725.911838,0.000000,0.000000,0.067495,12.607851,5.719522,4.188495,0.000000,0.000000,18.394869,55.804406,3.683039,18.394869,7.470234,1.544313,24.000000,33.000000,2.000000,879,754,2,849,730,0,912,775,3,8.831863,  2174.465821,    46.631167,   255.000000,     0.000000,     0.000000, 56100.000000,220,4.905226,   144.329231,    12.013710,   118.000000,     0.000000,     0.000000, 31158.000000,2810
764,2700.000000,2021876.000000,1271568.000000,4050.000000,748.842962,470.951111,1.500000,3375.000000,178221.546666,146357.416296,-54472.728888,0.000000,0.000000,0.089768,4.740329,3.892808,-1.448863,0.000000,0.000000,8.722906,17.128970,1.468066,8.722906,4.138716,1.136532,17.000000,21.000000,2.000000,471,749,2,450,732,0,489,765,3,6.799999,  1688.385327,    41.089966,   255.000000,     0.000000,     0.000000, 18360.000000,72,2.431481,    86.873035,     9.320570,   147.000000,     0.000000,     0.000000,  6565.000000,603
765,2612.000000,1965940.000000,1741976.000000,3918.000000,752.656967,666.912710,1.500000,3265.000000,143768.098009,155516.643185,-41482.211332,0.000000,0.000000,0.090765,3.996670,4.323272,-1.153181,0.000000,0.000000,8.410708,16.704028,1.447600,8.410708,4.087056,1.131226,21.000000,16.000000,2.000000,667,753,2,651,732,0,683,769,3,9.176875,  2256.752310,    47.505287,   255.000000,     0.000000,     0.000000, 23970.000000,94,3.120597,    63.867105,     7.991689,   108.000000,     0.000000,     0.000000,  8151.000000,693
766,3188.000000,2395508.000000,1016612.000000,4782.000000,751.414052,318.887076,1.500000,3985.000000,211367.347553,219517.450439,36297.058971,0.000000,0.000000,0.084931,4.504848,4.678550,0.773595,0.000000,0.000000,9.268330,21.257671,1.739209,9.268330,4.610604,1.202589,17.000000,20.000000,2.000000,319,751,2,299,734,0,335,767,3,4.639272,  1161.856028,    34.086009,   255.000000,     0.000000,     0.000000, 14790.000000,58,3.190087,   111.330030,    10.551304,   132.000000,     0.000000,     0.000000, 10170.000000,986
767,1312.000000,973712.000000,1001332.000000,1968.000000,742.158536,763.210365,1.500000,1640.000000,55145.939024,26391.024390,188.243902,0.000000,0.000000,0.114182,3.839444,1.837431,0.013106,0.000000,0.000000,5.791058,7.702743,0.805504,5.791058,2.775381,0.930441,11.000000,15.000000,2.000000,763,742,2,749,734,0,778,753,3,10.884146,  2659.019367,    51.565680,   255.000000,     0.000000,     0.000000, 14280.000000,56,4.912347,   250.273775,    15.820043,   177.000000,     0.000000,     0.000000,  6445.000000,463
768,3468.000000,2607824.000000,1250912.000000,5202.000000,751.967704,360.701268,1.500000,4335.000000,445566.514417,193732.382929,-128817.457900,0.000000,0.000000,0.082581,8.488033,3.690598,-2.453970,0.000000,0.000000,12.261213,26.309684,2.089642,12.261213,5.129296,1.278470,16.000000,23.000000,2.000000,361,752,2,338,736,0,380,765,3,7.867647,  1944.910946,    44.101144,   255.000000,     0.000000,     0.000000, 27285.000000,107,3.655709,   127.744712,    11.302420,   177.000000,     0.000000,     0.000000, 12678.000000,1237
769,5272.000000,3981260.000000,2119224.000000,7908.000000,755.170713,401.977238,1.500000,6590.000000,650541.268588,542402.358118,-8247.514415,0.000000,0.000000,0.071821,7.089914,5.911363,-0.089885,0.000000,0.000000,13.073099,42.836749,3.009514,13.073099,6.544978,1.443772,26.000000,27.000000,2.000000,402,755,2,381,736,0,429,781,3,4.353186,  1091.319363,    33.035123,   255.000000,     0.000000,     0.000000, 22950.000000,90,1.971358,    52.204263,     7.225251,   118.000000,     0.000000,     0.000000, 10393.000000,1288
770,448.000000,333280.000000,264616.000000,672.000000,743.928571,590.660714,1.500000,560.000000,6348.428571,3525.714285,809.142857,0.000000,0.000000,0.163361,1.851948,1.028512,0.236041,0.000000,0.000000,3.043823,2.319594,0.302062,3.043823,1.523021,0.670963,7.000000,9.000000,2.000000,591,744,2,585,737,0,600,749,3,1.707589,   433.487011,    20.820350,   255.000000,     0.000000,     0.000000,   765.000000,3,2.073660,    22.077336,     4.698652,    34.000000,     0.000000,     0.000000,   929.000000,158
771,1480.000000,1113584.000000,1063600.000000,2220.000000,752.421621,718.648648,1.500000,1850.000000,46569.297297,46424.908108,-11388.756756,0.000000,0.000000,0.109687,2.761112,2.752551,-0.675243,0.000000,0.000000,5.623350,7.748927,0.783621,5.623350,2.783689,0.921939,13.000000,12.000000,2.000000,719,752,2,707,739,0,731,763,3,9.648648,  2368.909599,    48.671445,   255.000000,     0.000000,     0.000000, 14280.000000,56,3.733108,   111.914521,    10.578966,    71.000000,     0.000000,     0.000000,  5525.000000,412
772,1620.000000,1216024.000000,1273036.000000,2430.000000,750.632098,785.824691,1.500000,2025.000000,58610.212345,53040.730864,-14348.483950,0.000000,0.000000,0.106431,3.080490,2.787764,-0.754141,0.000000,0.000000,5.974687,8.643525,0.853472,5.974687,2.939987,0.948556,13.000000,14.000000,2.000000,786,751,2,774,739,0,800,764,3,11.648148,  2836.349255,    53.257386,   255.000000,     0.000000,     0.000000, 18870.000000,74,7.617283,   333.531016,    18.262831,   183.000000,     0.000000,     0.000000, 12340.000000,737
773,1572.000000,1181364.000000,1447632.000000,2358.000000,751.503816,920.885496,1.500000,1965.000000,77503.389312,35424.977099,-3165.312977,0.000000,0.000000,0.107504,4.240176,1.938085,-0.173172,0.000000,0.000000,6.285766,8.852024,0.880227,6.285766,2.975235,0.958366,10.000000,16.000000,2.000000,921,752,2,908,743,0,937,762,3,13.625954,  3291.045233,    57.367632,   255.000000,     0.000000,     0.000000, 21420.000000,84,3.649491,    81.168599,     9.009361,    59.000000,     0.000000,     0.000000,  5737.000000,531
774,5852.000000,4521388.000000,4868452.000000,8778.000000,772.622693,831.929596,1.500000,7315.000000,544110.993848,1002158.906356,-78919.450444,0.000000,0.000000,0.069365,5.159588,9.503075,-0.748361,0.000000,0.000000,14.732029,49.488992,3.362266,14.732029,7.034841,1.498111,29.000000,21.000000,2.000000,832,773,2,811,744,0,851,798,3,10.109364,  2476.111776,    49.760544,   255.000000,     0.000000,     0.000000, 59160.000000,232,3.875427,   139.292802,    11.802237,   193.000000,     0.000000,     0.000000, 22679.000000,1938
775,2436.000000,1840472.000000,1533588.000000,3654.000000,755.530377,629.551724,1.500000,3045.000000,207210.482758,73366.752052,14735.172413,0.000000,0.000000,0.092900,6.321818,2.238358,0.449557,0.000000,0.000000,8.653076,14.743635,1.295811,8.653076,3.839744,1.090219,12.000000,19.000000,2.000000,630,756,2,611,745,0,647,768,3,8.479064,  2091.125228,    45.728822,   255.000000,     0.000000,     0.000000, 20655.000000,81,3.619458,   116.915087,    10.812728,   109.000000,     0.000000,     0.000000,  8817.000000,663
776,1784.000000,1357720.000000,1796876.000000,2676.000000,761.053811,1007.217488,1.500000,2230.000000,52159.614349,89322.834080,-15520.878923,0.000000,0.000000,0.103065,2.410689,4.128282,-0.717336,0.000000,0.000000,6.642036,10.111372,0.972670,6.642036,3.179838,0.990805,16.000000,12.000000,2.000000,1007,761,2,996,746,0,1019,777,3,2.001121,   506.565338,    22.507006,   255.000000,     0.000000,     0.000000,  3570.000000,14,1.754484,    38.843782,     6.232478,    72.000000,     0.000000,     0.000000,  3130.000000,470
777,64.000000,48016.000000,65468.000000,96.000000,750.250000,1022.937500,1.500000,80.000000,51.750000,268.000000,69.000000,0.000000,0.000000,0.312500,0.202148,1.046875,0.269531,0.000000,0.000000,1.561523,0.529296,0.043430,1.561523,0.727527,0.351504,4.000000,2.000000,2.000000,1023,750,2,1022,747,0,1025,754,3,11.953125,  2951.283482,    54.325716,   255.000000,     0.000000,     0.000000,   765.000000,3,1.734375,    22.007688,     4.691235,    29.000000,     0.000000,     0.000000,   111.000000,24
778,1108.000000,840440.000000,763820.000000,1662.000000,758.519855,689.368231,1.500000,1385.000000,54185.761732,24380.563176,-20076.101083,0.000000,0.000000,0.120799,4.726055,2.126460,-1.751027,0.000000,0.000000,6.973315,7.811451,0.843621,6.973315,2.794897,0.944892,11.000000,15.000000,2.000000,689,759,2,674,748,0,703,770,3,11.507220,  2804.456135,    52.957116,   255.000000,     0.000000,     0.000000, 12750.000000,50,3.501805,   121.551035,    11.025018,   155.000000,     0.000000,     0.000000,  3880.000000,321
779,3428.000000,2621956.000000,1722412.000000,5142.000000,764.864644,502.453908,1.500000,4285.000000,280385.717619,218425.194865,45202.613768,0.000000,0.000000,0.082901,5.424605,4.225858,0.874532,0.000000,0.000000,9.733365,22.958848,1.837001,9.733365,4.791539,1.224719,19.000000,21.000000,2.000000,502,765,2,481,749,0,521,784,3,3.421820,   861.106521,    29.344616,   255.000000,     0.000000,     0.000000, 11730.000000,46,5.648774,   351.053727,    18.736427,   160.000000,     0.000000,     0.000000, 19364.000000,1049
780,2920.000000,2236964.000000,2754296.000000,4380.000000,766.083561,943.252054,1.500000,3650.000000,172446.487671,185831.610958,-11341.501369,0.000000,0.000000,0.087454,4.131843,4.452553,-0.271744,0.000000,0.000000,8.671851,19.074153,1.602465,8.671851,4.367396,1.170207,18.000000,18.000000,2.000000,943,766,2,925,749,0,960,784,3,9.606164,  2358.101092,    48.560283,   255.000000,     0.000000,     0.000000, 28050.000000,110,4.506506,   203.453195,    14.263702,   153.000000,     0.000000,     0.000000, 13159.000000,1010
781,2652.000000,2036512.000000,1438276.000000,3978.000000,767.915535,542.336349,1.500000,3315.000000,160039.975867,299093.079939,98875.342383,0.000000,0.000000,0.090306,4.359772,8.147824,2.693539,0.000000,0.000000,12.597903,29.397021,2.552738,12.597903,5.421902,1.366686,23.000000,18.000000,2.000000,542,768,2,524,750,0,559,791,3,8.750000,  2155.500282,    46.427365,   255.000000,     0.000000,     0.000000, 23205.000000,91,2.503770,    58.368525,     7.639929,   105.000000,     0.000000,     0.000000,  6640.000000,737
782,4804.000000,3680432.000000,2803784.000000,7206.000000,766.118234,583.635303,1.500000,6005.000000,1362713.052456,259844.842631,-283712.852622,0.000000,0.000000,0.074081,16.811265,3.205605,-3.500056,0.000000,0.000000,20.090952,43.122774,3.084740,20.090952,6.566793,1.455703,18.000000,33.000000,2.000000,584,766,2,553,751,0,617,784,3,8.599084,  2119.263342,    46.035457,   255.000000,     0.000000,     0.000000, 41310.000000,162,2.849292,    61.634163,     7.850742,    65.000000,     0.000000,     0.000000, 13688.000000,1325
783,2332.000000,1795436.000000,1720384.000000,3498.000000,769.912521,737.728987,1.500000,2915.000000,58180.720411,229434.154373,-24475.286449,0.000000,0.000000,0.094261,1.881370,7.419136,-0.791449,0.000000,0.000000,9.394768,14.208431,1.256669,9.394768,3.769407,1.079129,20.000000,12.000000,2.000000,738,770,2,728,751,0,750,790,3,10.606775,  2593.336084,    50.924808,   255.000000,     0.000000,     0.000000, 24735.000000,97,3.649656,    92.617232,     9.623784,   102.000000,     0.000000,     0.000000,  8511.000000,887
784,1276.000000,970992.000000,970524.000000,1914.000000,760.965517,760.598746,1.500000,1595.000000,39234.557993,29474.482758,6162.344827,0.000000,0.000000,0.115246,2.834879,2.129668,0.445258,0.000000,0.000000,5.079793,6.411242,0.672933,5.079793,2.532043,0.876309,10.000000,12.000000,2.000000,761,761,2,749,752,0,773,771,3,7.594043,  1880.285266,    43.362256,   255.000000,     0.000000,     0.000000,  9690.000000,38,4.676332,   142.732019,    11.947050,   129.000000,     0.000000,     0.000000,  5967.000000,561
785,1868.000000,1431912.000000,1499472.000000,2802.000000,766.548179,802.715203,1.500000,2335.000000,83012.488222,62070.663811,5747.631691,0.000000,0.000000,0.101496,3.608341,2.698053,0.249834,0.000000,0.000000,6.407891,10.313157,0.981783,6.407891,3.211410,0.993890,14.000000,15.000000,2.000000,803,767,2,788,753,0,815,778,3,13.650963,  3296.411584,    57.414384,   255.000000,     0.000000,     0.000000, 25500.000000,100,7.738758,   356.285224,    18.875519,   179.000000,     0.000000,     0.000000, 14456.000000,899
786,2260.000000,1734112.000000,605904.000000,3390.000000,767.306194,268.099115,1.500000,2825.000000,129209.798230,91512.113274,13307.412389,0.000000,0.000000,0.095251,4.356631,3.085560,0.448692,0.000000,0.000000,7.537443,13.950207,1.261261,7.537443,3.734997,1.080442,15.000000,19.000000,2.000000,268,767,2,251,754,0,287,782,3,12.298672,  2986.225496,    54.646367,   255.000000,     0.000000,     0.000000, 27795.000000,109,3.246460,    67.534184,     8.217918,    87.000000,     0.000000,     0.000000,  7337.000000,952
787,2296.000000,1766220.000000,2240848.000000,3444.000000,769.259581,975.979094,1.500000,2870.000000,158054.996515,89545.289198,47196.459930,0.000000,0.000000,0.094751,5.218099,2.956289,1.558165,0.000000,0.000000,8.269140,13.772867,1.231611,8.269140,3.711181,1.071908,14.000000,18.000000,2.000000,976,769,2,960,755,0,994,782,3,9.773519,  2397.770034,    48.967030,   255.000000,     0.000000,     0.000000, 22440.000000,88,2.951219,    75.562761,     8.692684,    69.000000,     0.000000,     0.000000,  6776.000000,711
788,4504.000000,3479484.000000,1980124.000000,6756.000000,772.531971,439.636767,1.500000,5630.000000,599249.751332,285097.396092,17654.305506,0.000000,0.000000,0.075690,8.056443,3.832911,0.237348,0.000000,0.000000,11.965045,31.723212,2.333044,11.965045,5.632336,1.326297,19.000000,25.000000,2.000000,440,773,2,415,757,0,465,792,3,6.341030,  1577.104192,    39.712771,   255.000000,     0.000000,     0.000000, 28560.000000,112,2.395204,    54.635251,     7.391566,    94.000000,     0.000000,     0.000000, 10788.000000,1197
789,2232.000000,1724368.000000,689988.000000,3348.000000,772.566308,309.134408,1.500000,2790.000000,232763.677419,81692.186379,45290.107526,0.000000,0.000000,0.095648,7.979756,2.800624,1.552665,0.000000,0.000000,10.876029,20.968662,1.906997,10.876029,4.579155,1.240080,15.000000,27.000000,2.000000,309,773,2,291,758,0,336,786,3,7.426075,  1839.326670,    42.887371,   255.000000,     0.000000,     0.000000, 16575.000000,65,3.563172,    90.226397,     9.498757,    86.000000,     0.000000,     0.000000,  7953.000000,806
790,1752.000000,1357076.000000,1797248.000000,2628.000000,774.586757,1025.826484,1.500000,2190.000000,55579.251141,86384.812785,17446.374429,0.000000,0.000000,0.103688,2.631482,4.090018,0.826024,0.000000,0.000000,6.825190,10.777441,1.045234,6.825190,3.282901,1.014856,17.000000,12.000000,2.000000,1026,775,2,1014,758,0,1037,792,3,2.474315,   625.184948,    25.003698,   255.000000,     0.000000,     0.000000,  4335.000000,17,3.109018,    61.835623,     7.863563,    64.000000,     0.000000,     0.000000,  5447.000000,522
791,196.000000,149980.000000,42096.000000,294.000000,765.204081,214.775510,1.500000,245.000000,1370.122448,1399.836734,956.979591,0.000000,0.000000,0.215191,1.203422,1.229521,0.840545,0.000000,0.000000,2.648134,1.296663,0.166367,2.648134,1.138711,0.549992,6.000000,6.000000,2.000000,215,765,2,209,759,0,220,771,3,5.204081,  1306.624803,    36.147265,   255.000000,     0.000000,     0.000000,  1020.000000,4,2.362244,    99.586054,     9.979281,    84.000000,     0.000000,     0.000000,   463.000000,46
792,1252.000000,966252.000000,894572.000000,1878.000000,771.766773,714.514376,1.500000,1565.000000,55424.741214,25279.897763,14326.198083,0.000000,0.000000,0.115977,4.107377,1.873424,1.061675,0.000000,0.000000,6.096779,7.261346,0.761708,6.096779,2.694688,0.913263,11.000000,14.000000,2.000000,715,772,2,701,761,0,726,781,3,7.332268,  1817.417886,    42.631184,   255.000000,     0.000000,     0.000000,  9180.000000,36,2.726837,    68.791829,     8.294083,    78.000000,     0.000000,     0.000000,  3414.000000,341
793,1668.000000,1295164.000000,799396.000000,2502.000000,776.477218,479.254196,1.500000,2085.000000,69556.220623,56016.134292,22381.659472,0.000000,0.000000,0.105400,3.516208,2.831729,1.131438,0.000000,0.000000,6.453338,9.345876,0.914542,6.453338,3.057102,0.970662,13.000000,16.000000,2.000000,479,776,2,466,763,0,495,789,3,6.879496,  1707.968073,    41.327570,   255.000000,     0.000000,     0.000000, 11475.000000,45,3.124100,   125.470492,    11.201361,   135.000000,     0.000000,     0.000000,  5211.000000,493
794,876.000000,677632.000000,680888.000000,1314.000000,773.552511,777.269406,1.500000,1095.000000,15204.420091,17720.584474,-1430.392694,0.000000,0.000000,0.130639,1.813973,2.114166,-0.170654,0.000000,0.000000,4.058780,4.319091,0.497204,4.058780,2.078242,0.792218,11.000000,10.000000,2.000000,777,774,2,767,764,0,787,785,3,9.606164,  2359.987573,    48.579703,   255.000000,     0.000000,     0.000000,  8415.000000,33,2.993150,    47.213667,     6.871220,    54.000000,     0.000000,     0.000000,  2622.000000,365
